"jointType","x","y","z","time"
1,-0.03285242,-0.217426747,2.142218,688
2,-0.0257948432,0.0386867635,2.20886159,688
3,-0.0122703295,0.167980015,2.2372334,688
4,-0.170733392,-0.0850729048,2.20250916,688
5,-0.203766048,-0.320036948,2.14408565,688
6,-0.221646383,-0.496923923,2.04139519,688
7,-0.21024251,-0.511480331,2.01597166,688
8,0.106444769,-0.07053316,2.12690043,688
9,0.152535483,-0.283518553,2.01037645,688
10,0.175026834,-0.422553033,1.8574779,688
11,0.173889413,-0.4436476,1.81104183,688
12,-0.09903209,-0.477600843,2.04073668,688
13,-0.0278059356,-0.792090952,1.97526,688
14,-0.0381355435,-1.0691607,2.00928855,688
15,0.013908308,-1.10614777,1.9329083,688
16,0.019538898,-0.468187422,2.02043343,688
17,-0.009758426,-0.7967744,1.97240031,688
18,0.0182264466,-1.07422328,1.985422,688
19,-0.03574072,-1.11480033,1.91624093,688
20,-0.027510548,-0.0245374776,2.19447517,688
21,-0.206321388,-0.577282667,1.9871583,688
22,-0.243150115,-0.5241048,2.0306,688
23,0.18141368,-0.4776339,1.76941514,688
24,0.213246837,-0.451272368,1.79706156,688
0,-0.0527254641,-0.486199945,2.07627344,689
1,-0.0402264223,-0.221190751,2.151876,689
2,-0.0281574037,0.0370321833,2.21524835,689
3,-0.0222329851,0.166912735,2.240943,689
4,-0.178391889,-0.0904298648,2.22410536,689
5,-0.203374922,-0.328233153,2.16146851,689
6,-0.224185631,-0.503143,2.05578256,689
7,-0.2156375,-0.513495,2.044191,689
8,0.09475986,-0.0718298256,2.12633872,689
9,0.135773256,-0.2824727,2.005352,689
10,0.09833314,-0.431071818,1.865464,689
11,0.0751255453,-0.457562655,1.82149184,689
12,-0.109900266,-0.484178662,2.06114268,689
13,-0.0273408741,-0.796900868,1.98408628,689
14,-0.0303567518,-1.07423759,2.00982332,689
15,0.02345736,-1.10028744,1.92567062,689
16,0.00584145728,-0.473559558,2.02861738,689
17,-0.00660958653,-0.7967761,1.977694,689
18,0.01955637,-1.074825,1.98572254,689
19,-0.0281780455,-1.11786973,1.91245008,689
20,-0.0311283469,-0.0267204214,2.20155549,689
21,-0.216070622,-0.585413039,2.01071048,689
22,-0.24248983,-0.5115932,2.04762769,689
23,0.06920676,-0.494534343,1.78241193,689
24,0.0291229114,-0.4614206,1.85940909,689
0,-0.08020381,-0.49869892,2.09541368,690
1,-0.06532327,-0.234494254,2.17163873,690
2,-0.05176451,0.0235258788,2.23470545,690
3,-0.0456716456,0.155278176,2.25968933,690
4,-0.198014453,-0.103247322,2.25586081,690
5,-0.218985364,-0.336773843,2.19164753,690
6,-0.230620876,-0.5084396,2.078817,690
7,-0.2243345,-0.5354495,2.05283618,690
8,0.0650667548,-0.0800941437,2.13820124,690
9,0.09670445,-0.272889674,2.00928354,690
10,0.04528842,-0.400224477,1.85267985,690
11,0.0338297859,-0.435444355,1.79762113,690
12,-0.134657085,-0.495877147,2.08334446,690
13,-0.0717157945,-0.8015129,2.002851,690
14,-0.044013232,-1.0791316,2.0148108,690
15,0.0170497,-1.09756744,1.932812,690
16,-0.0237549655,-0.486338615,2.04439616,690
17,-0.0161765628,-0.797555447,1.96818829,690
18,0.0257492177,-1.07313609,1.98266685,690
19,-0.0402317643,-1.11478949,1.94151628,690
20,-0.05515844,-0.0400293134,2.22091746,690
21,-0.223563135,-0.6012735,2.0237422,690
22,-0.250428557,-0.5454534,2.04931068,690
23,0.0202404652,-0.466061532,1.76349354,690
24,-0.02065442,-0.447704852,1.81511116,690
0,-0.0550475828,-0.490712076,2.09269762,691
1,-0.05565561,-0.229375154,2.16737652,691
2,-0.0546516143,0.0265296679,2.2304368,691
3,-0.0443410948,0.159726962,2.2542417,691
4,-0.198025063,-0.0942878351,2.239502,691
5,-0.226172775,-0.330857247,2.171073,691
6,-0.24893631,-0.50765276,2.0694766,691
7,-0.243677065,-0.5224075,2.04453182,691
8,0.0784921944,-0.078052,2.14434075,691
9,0.180970937,-0.23749353,2.03790283,691
10,0.2589664,-0.338656366,1.8732183,691
11,0.2786713,-0.363343835,1.802252,691
12,-0.113237321,-0.489612222,2.07014632,691
13,-0.0637141,-0.805787265,2.01011419,691
14,-0.043331217,-1.08420634,2.01954722,691
15,0.0289988518,-1.08358335,1.94320953,691
16,0.005015894,-0.477018654,2.05298,691
17,-0.005812203,-0.7952469,1.983875,691
18,0.0467795,-1.070301,1.97905648,691
19,-0.0290908776,-1.10040271,1.9483012,691
20,-0.0547729768,-0.0368865766,2.21695256,691
21,-0.238801286,-0.5907922,2.00999737,691
22,-0.267266572,-0.5406927,2.03771448,691
23,0.297780216,-0.3853886,1.76416779,691
24,0.234911442,-0.3706514,1.7956363,691
0,-0.03929442,-0.486893266,2.08916664,692
1,-0.03920947,-0.219259784,2.15560365,692
2,-0.03873273,0.04178653,2.20900273,692
3,-0.0214312822,0.173689067,2.23119116,692
4,-0.175049484,-0.07662942,2.19491458,692
5,-0.21151191,-0.316793472,2.159496,692
6,-0.234615028,-0.493238926,2.05715322,692
7,-0.216469675,-0.5140582,2.03456664,692
8,0.09168189,-0.07524819,2.13575816,692
9,0.125736237,-0.278238,2.01033044,692
10,0.106029585,-0.419683546,1.85919583,692
11,0.10307382,-0.4459583,1.81396568,692
12,-0.09834907,-0.481796861,2.06383348,692
13,-0.036929775,-0.7828593,2.001859,692
14,-0.0465766042,-1.06187189,2.01209617,692
15,0.0023740977,-1.11346173,1.95297742,692
16,0.0213110242,-0.476990163,2.05095363,692
17,0.03115468,-0.773698449,1.98705077,692
18,0.06794711,-1.05126238,1.98512065,692
19,0.011422459,-1.10035419,1.93401527,692
20,-0.038907893,-0.0226508938,2.19787121,692
21,-0.208744511,-0.5797801,2.00616241,692
22,-0.239051357,-0.5212116,2.03678584,692
23,0.100502387,-0.478366584,1.77176571,692
24,0.0531682372,-0.4506595,1.82646787,692
0,0.0115254922,-0.483489871,2.05880213,693
1,0.002376185,-0.217025518,2.13034344,693
2,-0.00667778775,0.0434644856,2.18756366,693
3,0.0233621579,0.173735186,2.21301556,693
4,-0.1442868,-0.06887577,2.15297627,693
5,-0.196212739,-0.29710868,2.10468316,693
6,-0.213030368,-0.469066,1.99271774,693
7,-0.207787409,-0.495489985,1.97964811,693
8,0.136529967,-0.08542168,2.1357646,693
9,0.179106846,-0.298942119,2.01499867,693
10,0.215231851,-0.44100365,1.86811817,693
11,0.220882222,-0.453613847,1.82823038,693
12,-0.05120178,-0.475681663,2.02117515,693
13,-0.0185174122,-0.770059466,1.97232127,693
14,-0.04379172,-1.0530808,1.99724483,693
15,0.008268911,-1.105994,1.94730282,693
16,0.07379741,-0.4764163,2.03306341,693
17,0.0497135557,-0.7728842,1.97107708,693
18,0.07372959,-1.05153728,1.97460949,693
19,0.00916264951,-1.09725547,1.94487631,693
20,-0.004554563,-0.0208955668,2.17549658,693
21,-0.1973574,-0.559667468,1.94825792,693
22,-0.221866727,-0.5173576,1.95090628,693
23,0.235239848,-0.489195049,1.78916967,693
24,0.1875265,-0.44263646,1.80839527,693
0,-0.000775184366,-0.488406152,2.07611942,694
1,-0.00462331763,-0.22193031,2.1495657,694
2,-0.008198209,0.037999738,2.21100974,694
3,0.0192126147,0.167529628,2.23100924,694
4,-0.1460137,-0.07725788,2.1831944,694
5,-0.194817,-0.306908876,2.153901,694
6,-0.22030662,-0.480672449,2.047087,694
7,-0.207323059,-0.507361352,2.02959418,694
8,0.131718934,-0.08467466,2.145065,694
9,0.169816315,-0.304200917,2.008891,694
10,0.158661127,-0.469649345,1.885764,694
11,0.161790431,-0.4695943,1.85591936,694
12,-0.0623394437,-0.482577533,2.043576,694
13,-0.0207461771,-0.7786872,1.987019,694
14,-0.0446793139,-1.05728912,2.00314856,694
15,0.0127666742,-1.1068753,1.95673811,694
16,0.0608004481,-0.4793904,2.04560637,694
17,0.04543383,-0.779691339,1.98600221,694
18,0.07095406,-1.05837524,1.98595572,694
19,0.00320550054,-1.096315,1.93650234,694
20,-0.00735436752,-0.0261645243,2.197758,694
21,-0.203288123,-0.572135031,2.00226474,694
22,-0.22608909,-0.5188985,2.016786,694
23,0.176505357,-0.4998737,1.80137813,694
24,0.09929067,-0.5025368,1.92380619,694
0,0.009433428,-0.488521338,2.08066463,695
1,0.00859963149,-0.221294492,2.15595675,695
2,0.006509587,0.04050843,2.21646643,695
3,0.04307144,0.165838256,2.24855423,695
4,-0.121064223,-0.0722502,2.168124,695
5,-0.18585442,-0.296376228,2.12985277,695
6,-0.209125713,-0.469048619,2.0204308,695
7,-0.196042418,-0.490157336,1.99729693,695
8,0.1486302,-0.090817295,2.153147,695
9,0.176134557,-0.2741286,2.01708627,695
10,0.13572225,-0.392408252,1.84991062,695
11,0.134343028,-0.42018342,1.79273081,695
12,-0.0515557453,-0.480120778,2.04478455,695
13,-0.014696761,-0.7785216,1.98988414,695
14,-0.0412863977,-1.05612731,2.0038693,695
15,0.0356370024,-1.09806967,1.94846427,695
16,0.0701922253,-0.481692463,2.0532093,695
17,0.06724386,-0.7689904,1.98909783,695
18,0.07638939,-1.04890049,1.98539209,695
19,0.03372016,-1.11093926,1.9483875,695
20,0.00677457452,-0.0242104512,2.203602,695
21,-0.189094514,-0.555703342,1.96727335,695
22,-0.214419439,-0.5169731,1.9768666,695
23,0.131046787,-0.444751233,1.75145662,695
24,0.08640622,-0.430463046,1.8114,695
0,0.02560245,-0.4635099,2.07592,696
1,0.0149028283,-0.1985818,2.15387344,696
2,0.00248927437,0.0569691435,2.21807384,696
3,0.01850866,0.1703509,2.27595949,696
4,-0.123046167,-0.0595431775,2.1670115,696
5,-0.169787735,-0.298101455,2.08712149,696
6,-0.160234332,-0.463922024,1.964409,696
7,-0.1549485,-0.4984343,1.9479419,696
8,0.122781143,-0.06248341,2.15031624,696
9,0.19984296,0.029387109,1.973211,696
10,0.12936,0.184232831,1.85413742,696
11,0.124694742,0.187090471,1.85088813,696
12,-0.0381100848,-0.461477935,2.04314518,696
13,-0.016588321,-0.772868,1.98457551,696
14,-0.04055697,-1.05054033,2.0005157,696
15,-0.0216279589,-1.11904669,1.95130467,696
16,0.08842236,-0.4514735,2.04534626,696
17,0.07531674,-0.7634643,1.99397492,696
18,0.08843233,-1.04326189,1.98988628,696
19,0.048440177,-1.1028831,1.93564618,696
20,0.00566345965,-0.005777596,2.20412374,696
21,-0.14296408,-0.559531033,1.90757835,696
22,-0.17455554,-0.5178881,1.92934632,696
23,0.09643168,0.2367402,1.7974478,696
24,0.09070238,0.20256865,1.88125,696
0,0.0152987456,-0.487252146,2.088498,697
1,0.00708978251,-0.218663409,2.16870451,697
2,0.00081990537,0.04264839,2.23531842,697
3,0.0247603357,0.1656969,2.272767,697
4,-0.128580928,-0.0717329457,2.18109727,697
5,-0.166859165,-0.303880483,2.11384439,697
6,-0.172881439,-0.47498852,1.99923,697
7,-0.164601281,-0.504123747,1.98713946,697
8,0.126615927,-0.08591577,2.14282155,697
9,0.188693032,-0.136857539,1.93945575,697
10,0.132546082,-0.0341456942,1.76525378,697
11,0.121031523,-0.021727765,1.76816785,697
12,-0.0476420149,-0.484849125,2.06231236,697
13,-0.0177819412,-0.778957,1.99038947,697
14,-0.03803218,-1.05725825,2.0025332,697
15,0.0173562132,-1.13418162,2.002001,697
16,0.07775564,-0.475049734,2.05200529,697
17,0.08161156,-0.7723803,2.00303125,697
18,0.08893432,-1.05243671,1.99544716,697
19,0.049116984,-1.09902465,1.91789973,697
20,0.00225402554,-0.0218758024,2.2209866,697
21,-0.159944043,-0.568160236,1.95034325,697
22,-0.188668072,-0.5053143,1.97835052,697
23,0.105877586,0.0139279459,1.72297382,697
24,0.07636303,-0.0276109613,1.78404188,697
0,0.0135296816,-0.485634744,2.09169316,698
1,0.009095189,-0.21739085,2.168184,698
2,0.00474610971,0.0436391048,2.23197842,698
3,0.0264280364,0.1658173,2.2726593,698
4,-0.128386155,-0.0716289952,2.18605256,698
5,-0.167070076,-0.3009816,2.12274218,698
6,-0.172776967,-0.4724479,2.00867844,698
7,-0.1612219,-0.5053685,1.99776447,698
8,0.125412792,-0.078913,2.14234447,698
9,0.210878342,-0.167086422,1.96778226,698
10,0.135112092,-0.0391132645,1.82067037,698
11,0.113687888,-0.007614534,1.80578017,698
12,-0.04939129,-0.483297557,2.06722641,698
13,-0.0197900832,-0.775687933,1.99432075,698
14,-0.04137572,-1.05417717,2.003349,698
15,-0.06291752,-1.089023,1.8875016,698
16,0.07603921,-0.473261446,2.05325174,698
17,0.07649514,-0.765648246,2.00677228,698
18,0.08262915,-1.04582608,1.99196649,698
19,0.0460155345,-1.1076771,1.93962526,698
20,0.00582410768,-0.0207881927,2.21822953,698
21,-0.157720253,-0.5730259,1.966763,698
22,-0.1843199,-0.5066085,1.97974455,698
23,0.0949382,0.03306742,1.75990939,698
24,0.0682589859,-0.0126128988,1.82968736,698
0,0.0172344744,-0.482262373,2.08837438,699
1,0.0178864412,-0.209018111,2.16212821,699
2,0.01819402,0.0577334128,2.22557521,699
3,0.022758564,0.1727154,2.268385,699
4,-0.123733729,-0.06970128,2.17755842,699
5,-0.1673099,-0.301232427,2.12063146,699
6,-0.172195882,-0.473096877,2.00718021,699
7,-0.1634176,-0.50373584,1.9878056,699
8,0.126063153,-0.078605935,2.14183521,699
9,0.219369158,-0.15392,1.96514618,699
10,0.145022154,-0.00298659364,1.842214,699
11,0.133544117,0.0301273316,1.82541072,699
12,-0.0459573269,-0.4795079,2.06242847,699
13,-0.01829285,-0.7676365,1.989346,699
14,-0.0351951756,-1.04645753,1.99879479,699
15,-0.0524533726,-1.08207476,1.88233447,699
16,0.0802003741,-0.469944,2.0508256,699
17,0.07889601,-0.7644546,2.00114965,699
18,0.08961506,-1.04442513,1.99451745,699
19,0.05448794,-1.10413778,1.93442976,699
20,0.0183849037,-0.007919674,2.21182227,699
21,-0.15801309,-0.5672545,1.94984531,699
22,-0.179688215,-0.520776033,1.960238,699
23,0.113340169,0.07989532,1.78594923,699
24,0.0938679352,0.02102841,1.839303,699
0,0.0217093024,-0.481851667,2.08634281,700
1,0.0189810786,-0.215557173,2.15884876,700
2,0.0151207494,0.0431234874,2.21889,700
3,0.0393564142,0.16727446,2.24818969,700
4,-0.120426521,-0.0698263049,2.17493653,700
5,-0.163540259,-0.304716676,2.119691,700
6,-0.173130065,-0.4766353,2.006714,700
7,-0.163995355,-0.502939761,1.99561012,700
8,0.132009253,-0.052043546,2.16152382,700
9,0.1911161,-0.19462496,1.93197978,700
10,0.156033546,-0.142666578,1.82842851,700
11,0.124350578,-0.121761441,1.76127076,700
12,-0.0410609022,-0.478454858,2.05876374,700
13,-0.0225821771,-0.775879443,1.98493671,700
14,-0.0378843322,-1.05412054,2.001021,700
15,0.0261230469,-1.10253906,1.95605469,700
16,0.08393279,-0.470606,2.05081582,700
17,0.0872874,-0.7691585,2.000445,700
18,0.09048182,-1.04927707,1.99460649,700
19,0.0504535027,-1.10325766,1.92808259,700
20,0.0162256621,-0.020612929,2.206047,700
21,-0.158572748,-0.568696558,1.95523453,700
22,-0.1930758,-0.5099112,1.9934392,700
23,0.111125775,-0.09214601,1.719001,700
24,0.08430266,-0.131249428,1.77675,700
0,0.0145735675,-0.486262769,2.09231448,701
1,0.0169374477,-0.220652133,2.1613667,701
2,0.0183662344,0.037407957,2.21799326,701
3,0.05472211,0.1642491,2.23447275,701
4,-0.122708194,-0.06832519,2.1795783,701
5,-0.177790239,-0.3020644,2.132849,701
6,-0.195631772,-0.476579934,2.0255506,701
7,-0.186684534,-0.499720126,2.00904346,701
8,0.149289265,-0.08252332,2.15618968,701
9,0.1671612,-0.2814831,2.01154852,701
10,0.147914156,-0.419071943,1.8566165,701
11,0.147764355,-0.431407928,1.81680048,701
12,-0.0470988937,-0.4775654,2.05842352,701
13,-0.02746312,-0.7741773,1.99124777,701
14,-0.03671929,-1.05504024,2.002187,701
15,0.00365245226,-1.12476373,1.93975019,701
16,0.07568594,-0.48081,2.063622,701
17,0.079240635,-0.783071,2.007439,701
18,0.0893150643,-1.063028,1.995101,701
19,0.035092447,-1.0966841,1.9167521,701
20,0.0178636946,-0.0262377374,2.20609069,701
21,-0.182700634,-0.5620698,1.98027325,701
22,-0.21646376,-0.494405717,2.02899981,701
23,0.145618483,-0.460636675,1.770537,701
24,0.103826709,-0.453666955,1.851143,701
0,0.0219378639,-0.484849572,2.09360743,702
1,0.0229971055,-0.21998848,2.15986729,702
2,0.0245133769,0.0385638364,2.21353126,702
3,0.06019415,0.16413407,2.23263955,702
4,-0.117345892,-0.06429791,2.178114,702
5,-0.1802915,-0.294948,2.13723516,702
6,-0.202659518,-0.47070846,2.03314471,702
7,-0.197965875,-0.490793973,2.01352787,702
8,0.163854867,-0.07930935,2.15793467,702
9,0.290273726,-0.206944421,2.04821038,702
10,0.419481784,-0.277850568,1.90229726,702
11,0.456089616,-0.280550331,1.85190558,702
12,-0.0411412679,-0.475620925,2.058795,702
13,-0.0294624157,-0.7699738,1.98952329,702
14,-0.0334442444,-1.04923713,1.99925292,702
15,-0.0394264162,-1.08550036,1.88166785,702
16,0.08451367,-0.47943452,2.0653038,702
17,0.0801630244,-0.7805469,2.00759768,702
18,0.09043,-1.06047809,1.99903309,702
19,0.04127331,-1.11130559,1.93788636,702
20,0.0240953155,-0.0253203046,2.2022984,702
21,-0.193818808,-0.5583579,1.98550165,702
22,-0.216797963,-0.515136063,1.993273,702
23,0.494218379,-0.292349041,1.80073941,702
24,0.421328485,-0.304307,1.83668756,702
0,0.0330866538,-0.483495235,2.09847236,703
1,0.0336951762,-0.221005961,2.163633,703
2,0.03470776,0.0352420956,2.21651721,703
3,0.07308261,0.161234587,2.233628,703
4,-0.105607666,-0.06717881,2.18087769,703
5,-0.16850549,-0.301913559,2.13897586,703
6,-0.181408048,-0.472403377,2.02401638,703
7,-0.169112742,-0.492871732,2.00761724,703
8,0.176255956,-0.08064811,2.17234635,703
9,0.262549937,-0.237504259,2.04120231,703
10,0.351587445,-0.336072743,1.88105536,703
11,0.358929276,-0.360073447,1.83137381,703
12,-0.03053923,-0.4741842,2.0611496,703
13,-0.0241221841,-0.774500132,1.9867686,703
14,-0.03370036,-1.053082,2.00210977,703
15,0.0244841371,-1.113105,1.9651475,703
16,0.09592779,-0.47834608,2.07308578,703
17,0.09015663,-0.7787131,2.01014757,703
18,0.08958038,-1.05887985,2.00023985,703
19,0.0602939539,-1.1099714,1.92152178,703
20,0.0344453864,-0.0280406829,2.20546055,703
21,-0.164046183,-0.557477653,1.97952652,703
22,-0.194073424,-0.51578176,1.99840808,703
23,0.387712657,-0.3810254,1.78507006,703
24,0.317887127,-0.376466185,1.83281815,703
0,0.0282012541,-0.48452875,2.09700847,704
1,0.02607265,-0.222072318,2.16847038,704
2,0.0229718946,0.0343387462,2.228565,704
3,0.04532335,0.16177161,2.25312638,704
4,-0.120241031,-0.07157632,2.186041,704
5,-0.155576482,-0.311865032,2.14280343,704
6,-0.161989421,-0.484023,2.03002262,704
7,-0.148445085,-0.508189559,2.024969,704
8,0.1655209,-0.0808175355,2.17196822,704
9,0.243250772,-0.275523245,2.1483624,704
10,0.26337418,-0.213524476,1.89393294,704
11,0.241636962,-0.177805364,1.81675124,704
12,-0.0348149426,-0.4777372,2.06338167,704
13,-0.0198038351,-0.77905,1.98550475,704
14,-0.03513093,-1.057606,1.99819279,704
15,0.0240020752,-1.11621094,1.96679688,704
16,0.08997594,-0.47659418,2.06679344,704
17,0.09084932,-0.778661847,2.00915885,704
18,0.08923084,-1.0588429,1.99641466,704
19,0.05515561,-1.10907078,1.91952813,704
20,0.0238243975,-0.0290294588,2.21564651,704
21,-0.152974561,-0.57732,1.98635089,704
22,-0.182136521,-0.522014141,2.017643,704
23,0.240202069,-0.152927354,1.76782346,704
24,0.199186668,-0.186076015,1.823,704
0,0.0033717344,-0.483982533,2.09229922,705
1,-0.000716926355,-0.219782472,2.163293,705
2,-0.00563723873,0.03787384,2.22156858,705
3,0.0143696694,0.167977512,2.24637651,705
4,-0.1397208,-0.07050281,2.181817,705
5,-0.1949971,-0.307243049,2.13854861,705
6,-0.214251027,-0.4823339,2.0326438,705
7,-0.206977233,-0.5020118,2.00641513,705
8,0.130188465,-0.06513408,2.17110825,705
9,0.2221331,-0.23475571,2.08082843,705
10,0.126006588,-0.131313428,1.91342425,705
11,0.131562889,-0.137486756,1.91226864,705
12,-0.0589297451,-0.477786362,2.05794048,705
13,-0.03529787,-0.7790364,2.00046825,705
14,-0.0457600541,-1.05832493,2.00701165,705
15,-0.007782925,-1.11334991,1.9410423,705
16,0.06514928,-0.4754169,2.06279969,705
17,0.06479756,-0.779311,2.00276232,705
18,0.0841494,-1.05875874,1.99444973,705
19,0.0275212973,-1.099231,1.92685592,705
20,-0.00434490945,-0.0257929042,2.2092073,705
21,-0.201596811,-0.569317,1.97608542,705
22,-0.226973578,-0.5213739,1.99314976,705
23,0.100016162,-0.1036789,1.8535316,705
24,0.08628348,-0.1407857,1.92736375,705
0,-0.03451776,-0.485791326,2.08034182,706
1,-0.0405097,-0.218306631,2.14898348,706
2,-0.04661889,0.0423228331,2.20420742,706
3,-0.02810202,0.1734427,2.234086,706
4,-0.177924216,-0.06960518,2.1640656,706
5,-0.233831048,-0.30019474,2.13352823,706
6,-0.2564049,-0.470811129,2.0205574,706
7,-0.240025282,-0.4954612,1.99078953,706
8,0.09885454,-0.0903317,2.15428877,706
9,0.213243291,-0.245261878,2.077882,706
10,0.177176848,-0.07494846,1.96391416,706
11,0.162521452,-0.04189778,1.93778491,706
12,-0.0956778,-0.479160428,2.04292178,706
13,-0.0409655273,-0.7725415,1.9982872,706
14,-0.0500616655,-1.065712,2.01453161,706
15,0.0253536031,-1.10913,1.96521115,706
16,0.02761407,-0.4776198,2.05440784,706
17,0.0165597349,-0.7734477,1.98902035,706
18,0.0419688933,-1.05227888,1.98714828,706
19,-0.00415780768,-1.11209607,1.95100689,706
20,-0.0450807251,-0.0219975151,2.19266224,706
21,-0.2328626,-0.5616215,1.95825338,706
22,-0.2667009,-0.5328313,1.99025822,706
23,0.152222916,0.0126055358,1.89034784,706
24,0.129442528,-0.03018108,1.94633341,706
0,-0.0459121279,-0.48540318,2.07715249,707
1,-0.0521363653,-0.219028771,2.14558387,707
2,-0.05870544,0.0408648178,2.20124149,707
3,-0.0408675373,0.1719897,2.22270274,707
4,-0.193143621,-0.0758653656,2.16862035,707
5,-0.2395008,-0.305365533,2.13501382,707
6,-0.257369667,-0.479323655,2.02683544,707
7,-0.244248271,-0.505781651,2.00316238,707
8,0.0784829557,-0.07871698,2.15342188,707
9,0.131867722,-0.3080312,2.17273378,707
10,0.15812993,-0.246753052,1.94321978,707
11,0.154418349,-0.212015331,1.88681877,707
12,-0.107204795,-0.480307162,2.04159784,707
13,-0.0517963544,-0.757945,1.99371493,707
14,-0.0512438565,-1.06299245,2.01192522,707
15,0.016069511,-1.104458,1.95469141,707
16,0.0166455247,-0.475707382,2.04931164,707
17,0.002435673,-0.7908693,1.98123574,707
18,0.02815804,-1.06903446,1.98870873,707
19,-0.016357284,-1.12047112,1.924111,707
20,-0.0570898876,-0.0232950617,2.18950486,707
21,-0.23833172,-0.570027053,1.96938634,707
22,-0.252655327,-0.522229433,1.96400011,707
23,0.164314821,-0.190097839,1.83650255,707
24,0.115151875,-0.200555876,1.88972735,707
0,-0.05326171,-0.485404581,2.080009,708
1,-0.05957391,-0.220235214,2.15200448,708
2,-0.06582609,0.03798671,2.212412,708
3,-0.04778196,0.167933866,2.23485446,708
4,-0.196787328,-0.08071675,2.17534351,708
5,-0.243100032,-0.310079157,2.142738,708
6,-0.2595888,-0.486148566,2.03818965,708
7,-0.254662961,-0.512997,2.01533175,708
8,0.06994825,-0.07899783,2.16147685,708
9,0.117853485,-0.2962008,2.071175,708
10,0.144868076,-0.230025232,1.87331223,708
11,0.148025751,-0.2155211,1.86071289,708
12,-0.114743434,-0.480232358,2.04562879,708
13,-0.07227128,-0.79189986,2.00649285,708
14,-0.05079502,-1.06908131,2.02807021,708
15,-0.007140957,-1.11598158,1.95469391,708
16,0.009677593,-0.475835651,2.05156064,708
17,0.002257039,-0.783755243,1.959277,708
18,0.04709575,-1.05941117,1.9685812,708
19,-0.0173360333,-1.10477722,1.94091165,708
20,-0.0643114448,-0.0257193018,2.199437,708
21,-0.249302477,-0.5803662,1.987725,708
22,-0.2695977,-0.5315677,1.99581254,708
23,0.151398987,-0.214971647,1.837289,708
24,0.125369519,-0.199252337,1.84842873,708
0,-0.031646587,-0.48238337,2.07213616,709
1,-0.0309350342,-0.216963038,2.13779664,709
2,-0.02983034,0.04202048,2.19050884,709
3,-0.0130318571,0.1750395,2.20811081,709
4,-0.171882972,-0.07395835,2.170764,709
5,-0.215178117,-0.308237255,2.13567138,709
6,-0.234870255,-0.4858075,2.03458285,709
7,-0.222299978,-0.5082629,2.01248741,709
8,0.101621464,-0.07663066,2.13924074,709
9,0.166499287,-0.2676221,2.11015177,709
10,0.140248373,-0.248092815,1.92812121,709
11,0.113193356,-0.236310214,1.838212,709
12,-0.09277544,-0.478004724,2.04083323,709
13,-0.0440788828,-0.777111053,1.99659681,709
14,-0.0481532,-1.06321645,2.012192,709
15,-0.0197492763,-1.12720251,1.95711827,709
16,0.03051695,-0.4719886,2.03991675,709
17,0.0366852321,-0.7706612,1.97475421,709
18,0.07170317,-1.04857409,1.96929121,709
19,0.0218842253,-1.10366321,1.92057443,709
20,-0.0301542636,-0.0219351333,2.17951512,709
21,-0.217609942,-0.576211631,1.98306966,709
22,-0.247086719,-0.5185899,2.01038361,709
23,0.120762616,-0.230843812,1.79999542,709
24,0.06855616,-0.225926116,1.86700022,709
0,-0.0225305539,-0.481090665,2.07766056,710
1,-0.0227913838,-0.216532081,2.13707113,710
2,-0.0209212732,0.041819118,2.18234944,710
3,0.0105054574,0.174099013,2.196319,710
4,-0.158260718,-0.06506579,2.15743446,710
5,-0.216410041,-0.298655331,2.1275363,710
6,-0.237671167,-0.475992322,2.02626753,710
7,-0.224935979,-0.494431973,2.00658679,710
8,0.114104241,-0.08067539,2.14621425,710
9,0.192721918,-0.266740322,2.12777281,710
10,0.10222479,-0.2522593,1.86212683,710
11,0.100050867,-0.262422025,1.82270229,710
12,-0.08434336,-0.473904729,2.04246831,710
13,-0.04885412,-0.7750015,1.99970853,710
14,-0.04977217,-1.054161,2.01075959,710
15,-0.051728487,-1.09007061,1.892787,710
16,0.0398856029,-0.4740008,2.04940462,710
17,0.0426833741,-0.768120944,1.97522748,710
18,0.07779712,-1.04613662,1.9621743,710
19,0.0164769031,-1.08899069,1.90696573,710
20,-0.0216463357,-0.02196244,2.17327285,710
21,-0.220530644,-0.562465549,1.97353327,710
22,-0.244051546,-0.5166414,1.98987877,710
23,0.09666078,-0.2653331,1.79510832,710
24,0.0626048,-0.252669752,1.83466673,710
0,-0.0171228778,-0.477870584,2.05430722,711
1,-0.00964259,-0.21284315,2.11960173,711
2,-0.00216939067,0.04586451,2.17152619,711
3,0.01240198,0.179043233,2.19303155,711
4,-0.144938648,-0.06959879,2.157193,711
5,-0.185155869,-0.3054046,2.11539483,711
6,-0.201373488,-0.482416481,2.0124414,711
7,-0.1890406,-0.496000081,1.98629856,711
8,0.125828341,-0.06835553,2.116028,711
9,0.211853042,-0.272447526,2.1095407,711
10,0.201880872,-0.130063832,1.90416765,711
11,0.205053568,-0.106861331,1.89227688,711
12,-0.07825353,-0.473192483,2.02618623,711
13,-0.0371702425,-0.771013737,1.97835481,711
14,-0.0426092446,-1.05158377,2.00285363,711
15,-0.0588821024,-1.09413648,1.89060616,711
16,0.0445864052,-0.467601061,2.018865,711
17,0.0497701168,-0.7624339,1.95319092,711
18,0.07924747,-1.040814,1.95295215,711
